979.734,14662,210,1045,109,490
987.539,14774,210,1045,109,490
995.757,14838,210,1045,110,480
1003.59,14998,210,1045,109,480
1010.34,15254,210,1045,109,490
1018.37,16135,210,1045,109,490
1025.72,17816,210,1045,110,500
1032.53,18440,209,1046,110,500
1040.38,18872,209,1046,110,500
1048.04,19208,209,1046,110,500
1055.02,19464,209,1046,110,500
1064.2,19496,209,1046,110,500
1078.57,19544,209,1044,110,500
1079.52,19608,209,1042,109,500
1085.15,19640,210,1038,109,500
1093.31,19769,211,1034,110,510
1100.05,19865,212,1028,110,510
1108.03,20089,213,1021,108,520
1116.37,20409,214,1013,108,520
1122.28,20441,216,1005,107,520
1131.71,20617,219,997,107,520
1137.69,20649,221,988,106,520
1144.24,20825,225,978,105,530
1152.46,20953,229,968,104,530
1159.82,21273,233,958,102,530
1166.84,21385,238,948,101,530
1174.5,21385,243,938,100,540
1182.15,21497,248,928,99,550
1189,21465,254,919,97,550
1196.67,21481,259,910,96,550
1204.56,21529,264,903,94,550
1211.3,21433,269,898,93,550
1219.03,21337,274,895,91,550
1226.81,21353,279,893,90,550
1233.77,21321,283,892,90,550
1241.55,21417,288,893,90,540
1249.19,21545,293,895,89,540
1256.66,21689,298,898,89,540
1263.75,21769,302,901,89,540
1271.52,21914,307,904,89,540
1278.24,22074,311,907,87,540
1286.68,22058,315,911,89,540
1294.36,22074,318,916,89,540
1300.54,22074,321,921,89,540
1308.28,22138,323,927,89,550
1315.99,22122,325,934,90,550
1323.78,22138,326,942,90,550
1330.58,22218,328,951,90,550
1338.35,22346,329,960,91,550
1345.32,22490,330,970,93,550
1353.04,22730,331,979,93,550
1360.68,22682,332,988,94,550
1368.58,22602,333,996,96,550
1375.22,22698,333,1003,97,550
1383.03,22842,334,1010,99,560
1390.78,23002,334,1016,100,560
1397.36,23114,334,1021,102,550
1405.47,23306,333,1027,103,550
1412.93,23466,332,1031,105,550
1419.64,23546,331,1036,105,550
1427.87,23546,330,1040,106,550
1435.39,23562,329,1043,106,550
1442.32,23578,328,1047,107,550
1449.82,23610,328,1049,109,550
1457.6,23610,327,1051,109,550
1464.2,23722,327,1053,110,540
1471.93,23818,326,1054,110,540
1479.74,23978,326,1054,110,540
1487.31,24075,326,1055,112,550
1494.18,24107,326,1055,112,550
1502.39,24251,326,1055,112,550
1508.66,24203,326,1056,112,550
1516.38,24283,326,1056,114,550
1524.09,24219,325,1056,114,550
1531.15,24283,325,1056,114,550
1546.6,24171,325,1055,114,550
1553.22,23914,326,1054,114,550
1560.58,23802,326,1051,114,550
1568.62,23450,327,1048,114,550
1575.5,21417,327,1045,114,550
1583.81,16343,327,1041,114,550
2058.2,10580,436,1046,119,490
2065.79,10916,436,1046,120,500
2074.02,10580,436,1046,119,500
2080.79,10740,436,1046,120,510
2088.42,11045,436,1046,120,510
2095.73,11413,436,1046,121,520
2102.97,12069,436,1046,121,520
2110.51,12629,436,1046,121,520
2118.41,13190,436,1046,121,520
2124.91,13782,436,1046,121,520
2132.62,14358,436,1046,121,520
2140.48,14774,436,1046,120,510
2147.97,15078,436,1046,121,510
2155.22,15367,436,1046,122,510
2162.32,15751,436,1046,122,510
2169.42,16183,436,1046,122,510
2177.33,16599,436,1046,122,510
2184.88,17047,436,1046,122,510
2191.43,17431,436,1046,122,510
2199.35,17880,436,1046,123,510
2207.29,18312,436,1046,123,510
2214.04,18552,436,1046,123,510
2221.72,18680,436,1046,123,510
2229.68,18904,436,1046,123,510
2236.29,19048,436,1046,123,510
2244.21,19256,436,1046,125,510
2251.71,19288,436,1046,125,510
2258.4,19384,436,1046,125,510
2266.27,19464,436,1046,125,510
2274.04,19528,436,1046,125,510
2280.76,19592,436,1046,125,510
2288.17,19624,436,1046,125,510
2296.18,19689,436,1046,125,510
2302.8,19785,436,1046,125,510
2318.43,19833,436,1046,125,510
2325.38,19897,436,1046,125,510
2332.87,19929,436,1046,125,510
2341.25,20025,436,1046,125,510
2347.27,19993,436,1046,125,510
2354.92,20105,436,1046,125,510
2363.04,20041,436,1046,125,510
2369.55,20057,436,1046,125,510
2377.53,20073,436,1046,125,510
2385.18,20105,436,1046,125,510
2399.53,20169,435,1046,125,510
2406.92,20073,435,1044,125,510
2413.89,20057,435,1042,125,510
2422.48,20121,434,1039,125,510
2429.13,20153,433,1034,125,510
2437.73,20185,431,1029,123,510
2443.65,20233,430,1023,123,510
2451.2,20329,428,1016,123,510
2459.37,20281,426,1009,122,510
2467.02,20105,424,1001,121,510
2473.9,20121,421,993,120,510
2481.34,20073,419,985,120,510
2488.6,20153,416,977,119,510
2496.04,20185,414,968,117,510
2503.8,20281,412,959,115,510
2510.51,20249,409,950,114,510
2518.99,20185,407,942,112,510
2526.31,20137,405,934,111,510
2532.65,20217,404,927,110,510
2540.58,20185,403,921,108,510
2547.96,20297,402,916,106,510
2555.04,20313,402,912,106,500
2562.88,20393,402,909,105,500
2570.7,20377,402,906,103,500
2577.44,20313,402,905,103,490
2585.4,20297,403,904,102,490
2593.02,20249,403,903,102,490
2600.13,20217,404,903,101,500
2607.59,19945,405,903,100,490
2615.75,18664,407,905,100,490
2622.82,16183,408,908,99,490
2629.59,11685,409,913,99,490
