1779.63,8371,563,1173,142,470
1787.85,9348,563,1173,140,480
1795.57,10404,563,1173,140,480
1801.83,11173,563,1173,140,480
1810.75,11493,563,1173,142,480
1817.71,11765,563,1174,142,480
1824.5,11957,563,1174,142,480
1831.99,12613,563,1173,142,480
1840.19,14310,564,1172,142,480
1847.88,14710,564,1172,142,480
1854.74,15351,564,1171,142,480
1862.46,16039,564,1169,143,490
1870.36,16679,564,1168,143,490
1877.23,17592,565,1167,143,490
1885.07,18504,565,1165,143,490
1892.81,18984,565,1164,143,490
1900.18,19368,565,1162,143,490
1908.52,19897,565,1160,142,490
1915.33,20345,566,1158,143,500
1922.49,20633,566,1156,143,500
1930.49,20937,567,1153,143,500
1937.18,21385,567,1151,142,500
1945.93,21914,568,1148,142,500
1952.89,22314,568,1145,142,500
1960.43,22746,568,1142,141,510
1967.57,23066,569,1139,141,510
1975.42,23274,569,1136,140,520
1983.21,23578,569,1133,140,520
1990.88,23802,569,1130,140,520
1998.42,23978,569,1127,140,530
2006.41,24107,569,1124,140,530
2013.67,24219,569,1121,139,540
2020.55,24491,569,1117,139,540
2028.35,24651,569,1114,139,540
2035.09,24779,569,1111,137,540
2042.96,24891,569,1108,137,540
2050.71,25035,569,1106,137,540
2057.49,25163,570,1103,136,550
2065.62,25243,570,1100,136,550
2073.49,25403,570,1098,136,560
2080.23,25531,571,1095,136,560
2088.84,25675,571,1092,135,570
2095.67,25835,572,1089,135,570
2102.55,25963,572,1087,135,570
2111.65,26075,572,1084,134,570
2118.35,26252,573,1081,134,570
2125.34,26364,573,1078,132,580
2133.27,26316,573,1076,134,580
2141.09,26300,573,1073,132,590
2148.05,26316,574,1071,132,590
2155.89,26268,574,1069,132,590
2164.15,26348,574,1066,131,600
2171.17,26348,574,1064,131,600
2179.09,26396,574,1062,131,600
2186.96,26428,575,1060,129,600
2193.42,26444,575,1058,129,600
2201.45,26524,575,1056,131,610
2209.26,26620,575,1054,129,610
2216.98,26620,575,1052,129,610
2224.09,26684,576,1051,129,610
2231.98,26732,576,1049,129,610
2239.95,26796,576,1048,127,620
2246.68,26828,576,1047,127,620
2254.59,26860,576,1046,127,620
2262.4,26876,577,1045,129,630
2269.83,26924,577,1044,127,630
2277.28,26924,577,1043,127,630
2291.73,27004,577,1043,127,630
2299.32,26956,577,1043,127,630
2306.08,27020,577,1043,127,630
2313.85,26940,577,1043,127,630
2321.09,26396,577,1044,127,630
2328.19,25755,577,1045,127,630
2336.06,24235,577,1048,127,630
2344.47,21866,576,1052,127,630
2352.17,17063,576,1056,127,630
2359.85,9988,576,1061,129,630
2367.03,1664,575,1066,129,630
2914.16,10340,542,1179,143,520
2921.87,10724,541,1179,143,520
2929.74,10772,540,1180,143,530
2937.42,11157,539,1180,143,530
2944.78,12581,539,1180,143,530
2951.94,14006,538,1181,143,530
2958.82,15303,538,1181,145,540
2966.51,16615,538,1181,145,540
2974.15,17976,538,1181,145,540
2981.66,18792,538,1182,145,540
2988.73,19112,538,1182,145,540
2996.92,19224,540,1182,145,540
3003.45,19721,542,1183,146,540
3011.26,20697,545,1183,146,540
3018.7,21369,549,1184,146,540
3025.92,22010,553,1184,146,540
3033.8,22634,557,1184,146,540
3041.64,23066,562,1185,147,550
3049.33,23658,567,1185,147,550
3056.28,24123,572,1186,147,550
3064.37,24475,577,1186,147,550
3071.33,24811,583,1187,149,550
3080.13,25051,588,1187,149,550
3087.37,25179,593,1187,149,550
3094.55,25371,598,1188,149,550
3101.16,25499,602,1188,150,540
3109.24,25643,606,1188,150,550
3117.24,25771,610,1188,150,550
3124.16,25899,614,1189,150,550
3131.82,25979,617,1189,150,550
3139.68,26059,620,1190,152,560
3146.95,26187,622,1190,152,560
3155.01,26187,625,1190,152,560
3162.65,26236,627,1190,152,560
3169.28,26187,629,1191,153,560
3177.71,26220,631,1191,153,560
3184.91,26155,632,1191,153,560
3191.74,26171,634,1191,154,550
3199.63,26139,636,1191,155,550
3207.34,26139,637,1192,155,550
3214.63,26139,639,1192,155,550
3222.26,26091,640,1192,155,550
3230.15,26139,642,1192,155,550
3237.09,25691,643,1192,155,550
3244.83,24171,644,1192,155,550
3252.77,21529,645,1192,155,550
3260.45,16423,646,1192,155,550
3568.74,13942,591,1189,143,520
3576.32,13974,591,1189,143,530
3583.19,14774,591,1189,143,530
3590.63,16583,591,1189,143,530
3598.9,18072,591,1189,145,540
